Partition key range id,Retrieved document count,Retrieved document size (in bytes),Output document count,Output document size (in bytes),Index hit document count,Index lookup time (ms),Document load time (ms),Query engine execution time (ms),System function execution time (ms),User defined function execution time (ms),Document write time (ms)
0,2,664,2,846,2,0.11,0.030000000000000002,0.02,0,0,0
